"","id","trait","ncase","group_name","year","author","consortium","sex","pmid","population","unit","sample_size","build","ncontrol","category","subcategory","ontology","note","mr","nsnp","doi","coverage","study_design","priority","sd"
"30346","eqtl-a-ENSG00000115204","ENSG00000115204",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16434,NA,NA,NA,0,NA
"30347","eqtl-a-ENSG00000100823","ENSG00000100823",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26395,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19522,NA,NA,NA,0,NA
"30348","ebi-a-GCST90017136","Neck circumference (BMI adjusted)",NA,"public",2021,"Liu Y","NA","NA",33907307,"African American or Afro-Caribbean","NA",1465,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,8832163,NA,NA,NA,0,NA
"30349","prot-c-5229_90_3","IMDH1",NA,"public",2019,"Suhre K","NA","Males and Females",28240269,"European","NA",NA,"HG19/GRCh37",NA,"Continuous","NA","EFO_0007937","name=Inosine-5'-monophosphate dehydrogenase 1; chr=7; start=128392277; end=128410252; entrez=3614; uniprot=P20839",1,501428,NA,NA,NA,0,NA
"30350","eqtl-a-ENSG00000182566","ENSG00000182566",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,20412,NA,NA,NA,0,NA
"30351","ukb-e-4105_EAS","Heel bone mineral density (BMD) (left)",1160,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"East Asian","NA",1160,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,8245385,NA,NA,NA,0,NA
"30352","eqtl-a-ENSG00000206559","ENSG00000206559",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",25138,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17864,NA,NA,NA,0,NA
"30353","eqtl-a-ENSG00000166439","ENSG00000166439",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26181,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17261,NA,NA,NA,0,NA
"30354","ubm-a-2733","DKTatlas lh pericalcarine area",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30355","prot-a-940","EMILIN-3",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30356","eqtl-a-ENSG00000180764","ENSG00000180764",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17789,NA,NA,NA,0,NA
"30357","eqtl-a-ENSG00000104973","ENSG00000104973",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18172,NA,NA,NA,0,NA
"30358","prot-a-101","Ankyrin-2",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30359","eqtl-a-ENSG00000074319","ENSG00000074319",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18753,NA,NA,NA,0,NA
"30360","ubm-a-553","IDP dMRI TBSS OD Retrolenticular part of internal capsule L",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7532,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30361","eqtl-a-ENSG00000135722","ENSG00000135722",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15516,NA,NA,NA,0,NA
"30362","prot-a-2029","Neuronal growth regulator 1",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30363","ebi-a-GCST90001960","CD25 on CD4+ T cell",NA,"public",2020,"Orr<U+00F9> V","NA","NA",32929287,"European","NA",2920,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,14849646,NA,NA,NA,0,NA
"30364","eqtl-a-ENSG00000264176","ENSG00000264176",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4994,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18247,NA,NA,NA,0,NA
"30365","ukb-b-6824","Diagnoses - secondary ICD10: K62.5 Haemorrhage of anus and rectum",3642,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",463010,"HG19/GRCh37",459368,"Binary","NA","NA","41204#K625: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30366","ubm-a-1785","NET100 0629",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30367","eqtl-a-ENSG00000139239","ENSG00000139239",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",17261,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18727,NA,NA,NA,0,NA
"30368","eqtl-a-ENSG00000142207","ENSG00000142207",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17896,NA,NA,NA,0,NA
"30369","eqtl-a-ENSG00000138777","ENSG00000138777",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18085,NA,NA,NA,0,NA
"30370","prot-a-1612","Potassium voltage-gated channel subfamily E regulatory beta subunit 5",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30371","eqtl-a-ENSG00000136021","ENSG00000136021",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17306,NA,NA,NA,0,NA
"30372","eqtl-a-ENSG00000232618","ENSG00000232618",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4339,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15156,NA,NA,NA,0,NA
"30373","ukb-e-1438_EAS","Bread intake",2476,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"East Asian","NA",2476,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,8268886,NA,NA,NA,0,NA
"30374","ubm-a-1009","NET25 0063",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30375","eqtl-a-ENSG00000104859","ENSG00000104859",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",9188,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17618,NA,NA,NA,0,NA
"30376","prot-c-2358_19_2","VEGF sR3",NA,"public",2019,"Suhre K","NA","Males and Females",28240269,"European","NA",NA,"HG19/GRCh37",NA,"Continuous","NA","EFO_0007937","name=Vascular endothelial growth factor receptor 3; chr=5; start=180601506; end=180649624; entrez=2324; uniprot=P35916",1,501428,NA,NA,NA,0,NA
"30377","ukb-e-100021_AFR","Vitamin D",1209,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",1209,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,15533459,NA,NA,NA,0,NA
"30378","ebi-a-GCST90012039","Chitinase-3-like protein 1 levels",NA,"public",2020,"Folkersen L","NA","NA",33067605,"European","NA",21758,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,13135568,NA,NA,NA,0,NA
"30379","eqtl-a-ENSG00000229692","ENSG00000229692",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17742,NA,NA,NA,0,NA
"30380","finn-b-ST19_POISO_NARCOT_PSYCHOD_HALLUCINOG","Poisoning by narcotics and psychodysleptics [hallucinogens]",270,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",213568,"Binary","NA","NA","ST19_POISO_NARCOT_PSYCHOD_HALLUCINOG",1,16380433,NA,NA,NA,0,NA
"30381","eqtl-a-ENSG00000057593","ENSG00000057593",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",29218,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19451,NA,NA,NA,0,NA
"30382","ukb-b-748","Filtered coffee intake",NA,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",64949,"HG19/GRCh37",NA,"Categorical Ordered","NA","NA","100270: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30383","eqtl-a-ENSG00000113645","ENSG00000113645",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18795,NA,NA,NA,0,NA
"30384","ukb-d-30640_raw","Apoliprotein B",NA,"public",2018,"Neale lab","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",NA,"Metabolites","NA","NA","NA",1,13585958,NA,NA,NA,0,NA
"30385","ukb-e-100740_AFR","Other alcohol intake",1207,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",1207,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,15533528,NA,NA,NA,0,NA
"30386","eqtl-a-ENSG00000130544","ENSG00000130544",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,20820,NA,NA,NA,0,NA
"30387","eqtl-a-ENSG00000266677","ENSG00000266677",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4677,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15022,NA,NA,NA,0,NA
"30388","ukb-b-10591","Chest pain or discomfort",73061,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",458012,"HG19/GRCh37",384951,"Binary","NA","NA","2335: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30389","ubm-a-26","IDP T1 FAST ROIs L frontal pole",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8427,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30390","prot-c-3348_49_2","BMP-1",NA,"public",2019,"Suhre K","NA","Males and Females",28240269,"European","NA",NA,"HG19/GRCh37",NA,"Continuous","NA","EFO_0007937","name=Bone morphogenetic protein 1; chr=8; start=22164736; end=22212326; entrez=649; uniprot=P13497",1,501428,NA,NA,NA,0,NA
"30391","ubm-a-986","NET25 0040",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30392","eqtl-a-ENSG00000246089","ENSG00000246089",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,24414,NA,NA,NA,0,NA
"30393","eqtl-a-ENSG00000143951","ENSG00000143951",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",25690,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16075,NA,NA,NA,0,NA
"30394","ubm-a-3094","a2009s rh G precuneus thickness",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30395","eqtl-a-ENSG00000198406","ENSG00000198406",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17923,NA,NA,NA,0,NA
"30396","eqtl-a-ENSG00000181588","ENSG00000181588",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31644,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,21230,NA,NA,NA,0,NA
"30397","ukb-b-11842","Weight",NA,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",461632,"HG19/GRCh37",NA,"Continuous","NA","NA","21002: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30398","eqtl-a-ENSG00000255284","ENSG00000255284",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",8269,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17412,NA,NA,NA,0,NA
"30399","eqtl-a-ENSG00000171320","ENSG00000171320",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26609,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19362,NA,NA,NA,0,NA
"30400","eqtl-a-ENSG00000135046","ENSG00000135046",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17523,NA,NA,NA,0,NA
"30401","eqtl-a-ENSG00000205155","ENSG00000205155",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18426,NA,NA,NA,0,NA
"30402","eqtl-a-ENSG00000180573","ENSG00000180573",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19137,NA,NA,NA,0,NA
"30403","eqtl-a-ENSG00000158470","ENSG00000158470",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18604,NA,NA,NA,0,NA
"30404","ukb-e-102060_CSA","Danish pastry intake",1469,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"South Asian","NA",1469,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,9797409,NA,NA,NA,0,NA
"30405","eqtl-a-ENSG00000257802","ENSG00000257802",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5088,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16767,NA,NA,NA,0,NA
"30406","eqtl-a-ENSG00000100505","ENSG00000100505",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19257,NA,NA,NA,0,NA
"30407","prot-a-157","Rho guanine nucleotide exchange factor 25",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30408","eqtl-a-ENSG00000268713","ENSG00000268713",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",25476,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19146,NA,NA,NA,0,NA
"30409","ebi-a-GCST90014267","Ganglion cell inner plexiform layer (GCIPL) thickness",NA,"public",2021,"Currant H","NA","NA",33979322,"European","NA",31434,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,9121075,NA,NA,NA,0,NA
"30410","eqtl-a-ENSG00000164941","ENSG00000164941",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19195,NA,NA,NA,0,NA
"30411","finn-b-KRA_PSY_CHILDSOC","Social disorders starting during childhood or adolecense",129,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",218663,"Binary","NA","NA","KRA_PSY_CHILDSOC",1,16380466,NA,NA,NA,0,NA
"30412","eqtl-a-ENSG00000137962","ENSG00000137962",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17912,NA,NA,NA,0,NA
"30413","eqtl-a-ENSG00000261533","ENSG00000261533",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4339,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16376,NA,NA,NA,0,NA
"30414","eqtl-a-ENSG00000211942","ENSG00000211942",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16837,NA,NA,NA,0,NA
"30415","eqtl-a-ENSG00000119559","ENSG00000119559",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,21444,NA,NA,NA,0,NA
"30416","eqtl-a-ENSG00000260517","ENSG00000260517",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,13970,NA,NA,NA,0,NA
"30417","ubm-a-1613","NET100 0457",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30418","ubm-a-1128","NET25 0182",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30419","eqtl-a-ENSG00000228784","ENSG00000228784",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",22495,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18525,NA,NA,NA,0,NA
"30420","prot-a-564","Cytoskeleton-associated protein 2",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30421","eqtl-a-ENSG00000099365","ENSG00000099365",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26022,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,14513,NA,NA,NA,0,NA
"30422","ieu-a-1099","Serum creatinine (eGFRcrea)",NA,"public",2015,"Pattaro","CKDGen","Males and Females",26831199,"African American or Afro-Caribbean","log ml/min/1.73 m^2",16474,"HG19/GRCh37",NA,"Risk factor","Kidney","NA",NA,1,2453513,NA,NA,NA,1,0.24
"30423","eqtl-a-ENSG00000168672","ENSG00000168672",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19276,NA,NA,NA,0,NA
"30424","eqtl-a-ENSG00000133138","ENSG00000133138",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",9188,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10125,NA,NA,NA,0,NA
"30425","ukb-b-15622","Non-cancer illness code, self-reported: tuberculosis (tb)",2277,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",462933,"HG19/GRCh37",460656,"Binary","NA","NA","20002#1440: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30426","eqtl-a-ENSG00000179837","ENSG00000179837",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15339,NA,NA,NA,0,NA
"30427","eqtl-a-ENSG00000224892","ENSG00000224892",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15941,NA,NA,NA,0,NA
"30428","prot-a-2589","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30429","eqtl-a-ENSG00000169071","ENSG00000169071",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18901,NA,NA,NA,0,NA
"30430","ukb-e-1747_p4_EAS","Hair colour (natural, before greying)",578,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"East Asian","NA",2659,"HG19/GRCh37",2081,"Binary","NA","NA","NA",1,8158619,NA,NA,NA,0,NA
"30431","ukb-e-1747_p4_MID","Hair colour (natural, before greying)",627,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"Greater Middle Eastern (Middle Eastern, North African, or Persian)","NA",1563,"HG19/GRCh37",936,"Binary","NA","NA","NA",1,12146971,NA,NA,NA,0,NA
"30432","eqtl-a-ENSG00000196712","ENSG00000196712",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16683,NA,NA,NA,0,NA
"30433","prot-a-2011","Noncompact myelin-associated protein",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30434","eqtl-a-ENSG00000187997","ENSG00000187997",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31256,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,20894,NA,NA,NA,0,NA
"30435","ubm-a-904","NODEamps100 0013",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30436","finn-b-H7_OPTNERVE","Disorders of optic nerve and visual pathways",1301,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",217491,"Binary","NA","NA","H7_OPTNERVE",1,16380466,NA,NA,NA,0,NA
"30437","eqtl-a-ENSG00000262903","ENSG00000262903",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18977,NA,NA,NA,0,NA
"30438","eqtl-a-ENSG00000145358","ENSG00000145358",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18965,NA,NA,NA,0,NA
"30439","eqtl-a-ENSG00000249978","ENSG00000249978",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18903,NA,NA,NA,0,NA
"30440","eqtl-a-ENSG00000182158","ENSG00000182158",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18607,NA,NA,NA,0,NA
"30441","ukb-b-12282","Diagnoses - secondary ICD10: N92.0 Excessive and frequent menstruation with regular cycle",2698,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",463010,"HG19/GRCh37",460312,"Binary","NA","NA","41204#N920: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30442","eqtl-a-ENSG00000158234","ENSG00000158234",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16704,NA,NA,NA,0,NA
"30443","eqtl-a-ENSG00000121104","ENSG00000121104",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17612,NA,NA,NA,0,NA
"30444","prot-a-1579","IST1 homolog",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30445","eqtl-a-ENSG00000170161","ENSG00000170161",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10331,NA,NA,NA,0,NA
"30446","finn-b-ST19_DISLO_SPRAIN_STRAIN_JOINT_LIGAM_HIP","Dislocation, sprain and strain of joint and ligaments of hip",401,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",211460,"Binary","NA","NA","ST19_DISLO_SPRAIN_STRAIN_JOINT_LIGAM_HIP",1,16380450,NA,NA,NA,0,NA
